Date,Product ID,Store ID,Customer ID,Quantity,Unit Price,Discount,Revenue,Channel
2023-07-03,P005,S018,C0033,3,181.11,0.05,516.16,In-Store
2023-11-05,P035,S026,C0066,1,62.61,0.1,56.35,Online
2023-03-07,P081,S015,C0022,5,417.27,0.1,1877.71,Online
2023-03-26,P002,S047,C0025,4,407.11,0.15,1384.17,Wholesale
2023-05-06,P046,S006,C0090,4,466.28,0.15,1585.35,Online
2023-05-09,P093,S029,C0054,4,420.29,0.0,1681.16,Wholesale
2023-10-14,P095,S018,C0090,5,417.44,0.0,2087.2,Online
2023-01-19,P073,S035,C0061,7,278.84,0.05,1854.29,Online
2023-08-09,P069,S046,C0038,4,464.04,0.15,1577.74,In-Store
2023-12-24,P003,S005,C0004,6,427.76,0.05,2438.23,Wholesale
2023-04-17,P054,S005,C0018,6,399.87,0.1,2159.3,Wholesale
2023-03-28,P090,S049,C0061,2,351.97,0.0,703.94,In-Store
2023-09-26,P041,S038,C0086,9,162.17,0.0,1459.53,Wholesale
2023-12-12,P007,S019,C0070,2,269.09,0.15,457.45,In-Store
2023-10-27,P026,S001,C0083,1,174.0,0.1,156.6,Wholesale
2023-05-18,P044,S013,C0062,4,488.21,0.1,1757.56,Online
2023-06-14,P072,S017,C0036,1,337.21,0.15,286.63,In-Store
2023-04-21,P013,S023,C0042,5,372.75,0.15,1584.19,In-Store
2023-05-30,P048,S039,C0076,2,377.34,0.05,716.95,Wholesale
2023-07-04,P022,S038,C0047,2,321.03,0.0,642.06,In-Store
2023-10-11,P063,S015,C0022,4,106.34,0.15,361.56,Online
2023-10-02,P004,S001,C0089,3,361.87,0.05,1031.33,Wholesale
2023-05-30,P049,S047,C0086,5,215.53,0.15,916.0,In-Store
2023-03-19,P050,S044,C0054,3,21.42,0.1,57.83,In-Store
2023-10-17,P001,S035,C0067,3,65.35,0.0,196.05,In-Store
2023-12-17,P075,S001,C0022,5,235.55,0.1,1059.98,Online
2023-06-10,P097,S008,C0093,3,447.7,0.15,1141.63,Online
2023-05-02,P075,S002,C0077,2,173.11,0.05,328.91,In-Store
2023-11-26,P033,S045,C0080,2,400.41,0.1,720.74,Wholesale
2023-03-27,P099,S043,C0026,5,333.43,0.05,1583.79,Wholesale
2023-03-01,P035,S023,C0074,5,133.89,0.05,635.98,In-Store
2023-01-13,P004,S041,C0032,2,427.16,0.0,854.32,In-Store
2023-07-23,P085,S026,C0044,6,149.39,0.0,896.34,Online
2023-12-31,P011,S041,C0015,3,109.49,0.05,312.05,In-Store
2023-04-18,P027,S036,C0080,3,442.97,0.0,1328.91,Wholesale
2023-06-11,P044,S029,C0038,3,305.79,0.0,917.37,Online
2023-05-16,P092,S043,C0036,2,146.99,0.1,264.58,In-Store
2023-02-13,P041,S041,C0060,4,64.29,0.0,257.16,In-Store
2023-09-23,P076,S042,C0070,5,404.32,0.0,2021.6,In-Store
2023-04-13,P013,S019,C0043,7,215.39,0.0,1507.73,In-Store
2023-08-14,P081,S042,C0095,8,160.89,0.15,1094.05,In-Store
2023-06-13,P013,S032,C0075,2,136.85,0.05,260.01,Wholesale
2023-03-13,P014,S002,C0088,2,112.45,0.0,224.9,In-Store
2023-04-23,P069,S006,C0034,4,276.62,0.05,1051.16,Wholesale
2023-06-05,P029,S045,C0064,7,294.56,0.05,1958.82,In-Store
2023-10-15,P096,S043,C0031,2,226.59,0.0,453.18,Wholesale
2023-03-28,P071,S021,C0093,3,308.23,0.1,832.22,Wholesale
2023-12-24,P010,S035,C0081,2,318.72,0.0,637.44,Wholesale
2023-03-17,P076,S045,C0084,3,318.66,0.0,955.98,Online
2023-02-28,P077,S031,C0035,1,32.27,0.0,32.27,Online
2023-10-10,P098,S030,C0070,4,303.82,0.05,1154.52,Online
2023-11-13,P046,S010,C0043,6,153.75,0.0,922.5,In-Store
2023-03-02,P028,S027,C0007,5,428.95,0.0,2144.75,In-Store
2023-02-23,P011,S007,C0045,5,255.8,0.15,1087.15,Wholesale
2023-10-31,P046,S021,C0096,6,456.52,0.15,2328.25,In-Store
2023-06-21,P099,S024,C0004,5,424.57,0.0,2122.85,Online
2023-03-15,P071,S005,C0087,3,253.16,0.1,683.53,In-Store
2023-07-14,P085,S038,C0091,2,143.19,0.0,286.38,Wholesale
2023-08-16,P063,S020,C0045,4,342.01,0.0,1368.04,Wholesale
2023-09-29,P017,S041,C0015,5,431.75,0.15,1834.94,Online
2023-05-01,P091,S048,C0008,2,443.44,0.0,886.88,Wholesale
2023-12-06,P001,S022,C0011,2,300.93,0.0,601.86,In-Store
2023-02-15,P008,S026,C0096,5,251.67,0.1,1132.51,Wholesale
2023-03-09,P011,S014,C0005,5,216.87,0.0,1084.35,Online
2023-11-16,P078,S016,C0089,1,236.78,0.1,213.1,Wholesale
2023-05-01,P051,S030,C0040,5,123.97,0.1,557.87,In-Store
2023-03-18,P048,S002,C0061,4,381.58,0.0,1526.32,Wholesale
2023-12-25,P044,S049,C0074,2,178.86,0.15,304.06,In-Store
2023-03-01,P062,S023,C0091,4,38.75,0.1,139.5,In-Store
2023-06-26,P051,S021,C0071,4,443.76,0.0,1775.04,Wholesale
2023-03-02,P080,S021,C0008,4,452.29,0.0,1809.16,Wholesale
2023-03-16,P008,S002,C0016,6,332.05,0.0,1992.3,Wholesale
2023-09-20,P034,S035,C0072,3,118.85,0.0,356.55,In-Store
2023-10-10,P013,S048,C0090,4,141.46,0.1,509.26,Online
2023-05-02,P090,S025,C0049,2,321.69,0.05,611.21,Wholesale
2023-08-08,P009,S002,C0089,2,448.69,0.05,852.51,Online
2023-08-05,P094,S039,C0040,2,139.21,0.05,264.5,Online
2023-07-11,P086,S017,C0066,3,70.74,0.05,201.61,Wholesale
2023-09-22,P003,S044,C0043,10,40.36,0.1,363.24,Online
2023-02-23,P082,S036,C0098,3,326.67,0.0,980.01,Wholesale
2023-10-01,P053,S030,C0095,5,145.42,0.0,727.1,In-Store
2023-10-21,P085,S010,C0068,4,75.09,0.05,285.34,Wholesale
2023-01-24,P032,S033,C0039,1,184.75,0.0,184.75,In-Store
2023-07-30,P040,S032,C0003,3,81.18,0.0,243.54,Wholesale
2023-10-30,P052,S027,C0010,4,340.75,0.0,1363.0,Wholesale
2023-06-21,P064,S045,C0037,5,289.19,0.0,1445.95,Wholesale
2023-05-14,P044,S003,C0074,5,209.93,0.15,892.2,Wholesale
2023-07-02,P074,S006,C0049,4,126.55,0.05,480.89,Online
2023-04-15,P012,S006,C0015,4,430.46,0.1,1549.66,In-Store
2023-04-06,P076,S020,C0096,5,166.29,0.0,831.45,In-Store
2023-03-21,P069,S034,C0027,5,369.04,0.05,1752.94,Wholesale
2023-01-10,P076,S030,C0058,4,131.53,0.05,499.81,In-Store
2023-11-20,P083,S035,C0017,4,29.05,0.0,116.2,In-Store
2023-07-10,P033,S028,C0056,2,308.78,0.0,617.56,Online
2023-08-07,P020,S015,C0071,5,208.5,0.0,1042.5,In-Store
2023-09-24,P002,S001,C0040,4,182.93,0.15,621.96,Wholesale
2023-01-11,P082,S021,C0040,4,174.4,0.1,627.84,Wholesale
2023-06-01,P058,S018,C0028,5,67.27,0.0,336.35,Wholesale
2023-11-03,P042,S039,C0078,7,158.95,0.0,1112.65,Wholesale
2023-02-18,P094,S027,C0094,6,244.72,0.0,1468.32,Wholesale
2023-12-29,P010,S012,C0073,7,61.53,0.0,430.71,Online
2023-12-24,P074,S022,C0062,4,190.76,0.1,686.74,Online
2023-07-12,P005,S036,C0032,5,94.46,0.0,472.3,Online
2023-02-28,P055,S040,C0003,4,60.68,0.0,242.72,Wholesale
2023-03-03,P001,S031,C0012,3,173.62,0.15,442.73,Online
2023-10-26,P017,S034,C0080,6,363.65,0.15,1854.61,Online
2023-01-10,P099,S011,C0048,1,310.94,0.0,310.94,In-Store
2023-08-22,P006,S044,C0068,3,352.53,0.0,1057.59,Online
2023-01-27,P059,S040,C0058,6,304.43,0.0,1826.58,Wholesale
2023-06-17,P039,S010,C0072,4,165.17,0.15,561.58,Online
2023-02-20,P073,S037,C0084,3,97.16,0.0,291.48,Wholesale
2023-02-24,P005,S023,C0026,2,203.95,0.05,387.5,Online
2023-06-11,P060,S010,C0013,3,425.33,0.0,1275.99,In-Store
2023-03-19,P029,S004,C0082,7,186.97,0.0,1308.79,Wholesale
2023-02-21,P032,S008,C0008,5,97.83,0.15,415.78,Wholesale
2023-11-24,P033,S040,C0063,4,203.08,0.15,690.47,Wholesale
2023-10-12,P054,S006,C0039,4,423.23,0.0,1692.92,Online
2023-01-01,P088,S042,C0025,2,95.08,0.1,171.14,In-Store
2023-12-22,P027,S011,C0010,2,369.09,0.0,738.18,Wholesale
2023-03-18,P040,S034,C0063,2,250.59,0.1,451.06,In-Store
2023-06-14,P093,S007,C0078,2,110.55,0.05,210.04,Online
2023-04-09,P065,S050,C0077,3,168.32,0.15,429.22,In-Store
2023-12-24,P028,S010,C0010,2,472.67,0.0,945.34,Online
2023-01-24,P076,S009,C0073,3,298.36,0.0,895.08,In-Store
2023-09-16,P090,S044,C0070,2,350.36,0.1,630.65,Wholesale
2023-12-03,P036,S003,C0009,4,23.56,0.05,89.53,In-Store
2023-08-08,P052,S001,C0083,6,69.64,0.05,396.95,Online
2023-02-14,P068,S009,C0083,4,191.93,0.0,767.72,Online
2023-12-23,P041,S018,C0049,3,212.47,0.15,541.8,In-Store
2023-10-15,P094,S001,C0050,1,113.97,0.0,113.97,In-Store
2023-03-20,P011,S009,C0069,9,432.11,0.1,3500.09,Online
2023-01-30,P007,S001,C0006,2,239.75,0.0,479.5,Online
2023-01-07,P043,S001,C0082,4,359.85,0.1,1295.46,Wholesale
2023-10-27,P076,S015,C0099,2,236.72,0.05,449.77,Online
2023-02-27,P023,S037,C0048,3,259.24,0.1,699.95,Wholesale
2023-01-07,P052,S028,C0072,6,394.76,0.05,2250.13,In-Store
2023-05-17,P060,S006,C0001,4,423.2,0.05,1608.16,In-Store
2023-08-16,P094,S029,C0080,3,274.46,0.1,741.04,Online
2023-08-30,P007,S024,C0037,6,344.21,0.05,1962.0,Online
2023-06-15,P019,S035,C0046,2,113.88,0.0,227.76,In-Store
2023-07-01,P061,S033,C0084,2,430.58,0.1,775.04,Online
2023-04-18,P020,S014,C0080,1,112.81,0.05,107.17,In-Store
2023-07-11,P090,S014,C0004,4,116.65,0.0,466.6,Wholesale
2023-08-23,P094,S044,C0075,7,39.99,0.0,279.93,Wholesale
2023-07-21,P043,S029,C0090,3,370.2,0.0,1110.6,In-Store
2023-09-04,P065,S042,C0091,7,353.94,0.0,2477.58,Wholesale
2023-07-24,P024,S026,C0004,4,333.21,0.05,1266.2,In-Store
2023-09-24,P020,S021,C0085,2,196.94,0.0,393.88,Online
2023-06-12,P066,S013,C0083,4,405.62,0.1,1460.23,In-Store
2023-03-13,P088,S014,C0060,2,200.47,0.0,400.94,In-Store
2023-06-19,P030,S024,C0026,3,461.35,0.15,1176.44,In-Store
2023-02-09,P070,S041,C0052,5,222.48,0.0,1112.4,In-Store
2023-06-24,P090,S016,C0070,2,69.01,0.0,138.02,Online
2023-04-15,P071,S039,C0045,2,456.12,0.0,912.24,Online
2023-12-23,P001,S048,C0020,6,271.71,0.0,1630.26,In-Store
2023-02-24,P084,S040,C0088,5,278.03,0.0,1390.15,In-Store
2023-12-02,P041,S026,C0012,3,348.73,0.0,1046.19,Wholesale
2023-07-22,P033,S050,C0061,2,87.44,0.15,148.65,Online
2023-06-28,P006,S016,C0072,3,417.24,0.1,1126.55,Online
2023-07-27,P098,S001,C0043,4,384.39,0.0,1537.56,Wholesale
2023-08-17,P061,S042,C0092,4,289.86,0.1,1043.5,Wholesale
2023-12-08,P021,S034,C0029,4,411.93,0.15,1400.56,Wholesale
2023-02-05,P026,S003,C0092,4,405.59,0.05,1541.24,Wholesale
2023-10-13,P068,S044,C0010,2,30.78,0.0,61.56,Online
2023-11-03,P099,S010,C0011,2,253.85,0.0,507.7,Online
2023-11-02,P047,S024,C0046,4,471.36,0.1,1696.9,Wholesale
2023-12-09,P098,S013,C0044,5,394.94,0.0,1974.7,Online
2023-04-19,P090,S013,C0057,3,122.85,0.0,368.55,In-Store
2023-07-27,P060,S006,C0028,4,29.74,0.0,118.96,Wholesale
2023-06-11,P015,S034,C0097,3,263.29,0.0,789.87,Online
2023-05-17,P036,S035,C0052,4,309.85,0.0,1239.4,In-Store
2023-10-03,P001,S010,C0090,2,173.05,0.1,311.49,Online
2023-10-10,P020,S035,C0010,2,251.59,0.0,503.18,Wholesale
2023-05-10,P020,S022,C0069,2,52.75,0.05,100.22,In-Store
2023-08-04,P045,S029,C0090,3,128.46,0.15,327.57,In-Store
2023-10-26,P044,S005,C0080,1,240.89,0.0,240.89,In-Store
2023-10-22,P046,S017,C0087,2,326.62,0.15,555.25,In-Store
2023-08-27,P060,S004,C0063,3,227.08,0.0,681.24,Online
2023-10-12,P035,S035,C0006,4,496.43,0.1,1787.15,In-Store
2023-10-07,P068,S037,C0004,7,268.85,0.05,1787.85,Online
2023-03-21,P039,S014,C0038,3,90.91,0.1,245.46,Wholesale
2023-08-21,P024,S006,C0077,3,162.94,0.0,488.82,Online
2023-08-18,P075,S019,C0072,4,141.26,0.15,480.28,In-Store
2023-05-14,P025,S032,C0025,3,70.9,0.0,212.7,Wholesale
2023-10-29,P046,S036,C0076,3,253.91,0.0,761.73,In-Store
2023-04-15,P067,S040,C0023,3,371.06,0.05,1057.52,Online
2023-12-19,P080,S009,C0051,9,295.67,0.05,2527.98,In-Store
2023-04-26,P035,S033,C0066,1,173.21,0.0,173.21,Online
2023-02-19,P039,S037,C0064,5,57.06,0.1,256.77,Online
2023-11-02,P095,S027,C0017,5,270.1,0.0,1350.5,Online
2023-03-02,P074,S047,C0075,4,210.44,0.1,757.58,In-Store
2023-05-11,P067,S010,C0040,2,131.12,0.0,262.24,Online
2023-10-02,P055,S001,C0031,4,382.31,0.0,1529.24,Wholesale
2023-01-09,P082,S049,C0021,5,305.8,0.1,1376.1,In-Store
2023-05-08,P092,S005,C0054,1,173.62,0.0,173.62,In-Store
2023-12-04,P015,S039,C0088,2,118.09,0.15,200.75,Wholesale
2023-06-23,P087,S010,C0028,7,49.01,0.15,291.61,Wholesale
2023-11-03,P055,S048,C0020,3,164.41,0.05,468.57,In-Store
2023-02-17,P048,S003,C0072,6,469.37,0.05,2675.41,Online
2023-08-31,P012,S024,C0054,5,370.46,0.0,1852.3,In-Store
2023-09-04,P058,S030,C0027,4,399.3,0.0,1597.2,Online
2023-06-01,P067,S023,C0009,6,389.63,0.05,2220.89,Wholesale
2023-03-01,P070,S015,C0068,3,361.42,0.1,975.83,In-Store
2023-05-27,P074,S015,C0001,3,224.64,0.05,640.22,Online
2023-11-22,P094,S048,C0096,2,284.82,0.15,484.19,In-Store
2023-07-19,P080,S007,C0001,2,34.62,0.0,69.24,In-Store
2023-01-15,P081,S025,C0100,2,60.86,0.15,103.46,Online
2023-04-11,P095,S024,C0076,2,89.03,0.0,178.06,Wholesale
2023-03-17,P058,S001,C0033,2,72.15,0.0,144.3,Wholesale
2023-07-18,P012,S035,C0073,5,392.68,0.05,1865.23,Online
2023-07-25,P096,S026,C0092,5,205.84,0.1,926.28,Online
2023-12-31,P082,S034,C0013,3,53.71,0.0,161.13,In-Store
2023-06-24,P047,S004,C0014,2,499.27,0.1,898.69,Wholesale
2023-07-25,P048,S010,C0069,2,311.02,0.0,622.04,Online
2023-10-10,P023,S041,C0072,4,382.0,0.15,1298.8,Wholesale
2023-01-27,P051,S036,C0096,1,298.68,0.1,268.81,In-Store
2023-04-17,P076,S033,C0100,2,207.11,0.15,352.09,Wholesale
2023-07-16,P026,S016,C0063,4,155.56,0.0,622.24,In-Store
2023-01-02,P077,S018,C0076,3,46.01,0.1,124.23,Wholesale
2023-08-30,P015,S046,C0021,2,239.72,0.0,479.44,In-Store
2023-06-02,P033,S010,C0026,6,117.02,0.15,596.8,Online
2023-06-05,P063,S011,C0084,5,55.27,0.0,276.35,Wholesale
2023-10-25,P081,S003,C0074,1,123.97,0.15,105.37,In-Store
2023-11-23,P082,S023,C0062,4,167.13,0.15,568.24,In-Store
2023-10-09,P013,S035,C0033,7,197.07,0.0,1379.49,Wholesale
2023-02-01,P064,S018,C0030,4,170.3,0.05,647.14,Online
2023-02-11,P053,S042,C0005,2,378.99,0.1,682.18,Online
2023-12-21,P084,S045,C0007,3,253.16,0.0,759.48,Wholesale
2023-09-04,P077,S022,C0041,3,382.64,0.0,1147.92,Wholesale
2023-03-27,P048,S006,C0029,1,60.97,0.0,60.97,Wholesale
2023-06-10,P055,S014,C0008,3,177.25,0.0,531.75,Wholesale
2023-05-05,P050,S026,C0011,5,310.99,0.0,1554.95,Wholesale
2023-02-14,P012,S008,C0035,2,184.09,0.0,368.18,Online
2023-06-16,P066,S021,C0081,7,395.08,0.0,2765.56,Online
2023-01-30,P034,S042,C0072,5,111.79,0.05,531.0,In-Store
2023-03-13,P032,S034,C0027,3,412.17,0.05,1174.68,In-Store
2023-09-26,P081,S028,C0032,4,85.98,0.0,343.92,In-Store
2023-09-01,P075,S041,C0088,5,462.16,0.1,2079.72,Online
2023-07-16,P029,S001,C0050,4,491.07,0.0,1964.28,Wholesale
2023-04-22,P044,S035,C0031,4,150.69,0.15,512.35,In-Store
2023-08-15,P007,S008,C0026,1,336.74,0.0,336.74,Online
2023-06-23,P083,S019,C0099,5,309.06,0.05,1468.03,Wholesale
2023-09-03,P061,S018,C0046,3,167.43,0.15,426.95,Online
2023-08-24,P019,S031,C0052,5,327.58,0.05,1556.0,In-Store
2023-06-11,P065,S041,C0050,7,340.0,0.1,2142.0,In-Store
2023-06-30,P018,S037,C0069,4,350.91,0.15,1193.09,In-Store
2023-10-29,P072,S020,C0051,6,283.46,0.1,1530.68,In-Store
2023-06-08,P092,S022,C0050,2,304.98,0.0,609.96,Online
2023-04-11,P044,S036,C0067,6,274.69,0.0,1648.14,Online
2023-04-07,P007,S047,C0084,5,171.22,0.0,856.1,Online
2023-01-05,P051,S007,C0024,2,344.08,0.0,688.16,Wholesale
2023-05-06,P092,S014,C0075,8,84.8,0.0,678.4,Online
2023-09-12,P059,S007,C0016,3,409.93,0.1,1106.81,In-Store
2023-12-25,P073,S047,C0058,3,64.61,0.1,174.45,Online
2023-11-10,P037,S027,C0083,2,462.35,0.15,786.0,Wholesale
2023-11-21,P067,S033,C0100,4,144.41,0.1,519.88,Wholesale
2023-05-01,P088,S010,C0059,6,141.73,0.0,850.38,Wholesale
2023-04-22,P014,S022,C0011,4,160.54,0.15,545.84,Wholesale
2023-04-01,P045,S019,C0018,4,289.31,0.0,1157.24,Wholesale
2023-01-25,P043,S005,C0076,2,261.98,0.0,523.96,Wholesale
2023-09-18,P023,S045,C0074,5,73.48,0.1,330.66,Wholesale
2023-03-10,P016,S013,C0093,7,165.75,0.0,1160.25,Online
2023-04-05,P097,S024,C0038,1,426.97,0.05,405.62,Wholesale
2023-02-21,P070,S006,C0009,3,84.4,0.0,253.2,Online
2023-05-12,P030,S025,C0040,4,269.43,0.1,969.95,Wholesale
2023-05-22,P088,S040,C0033,7,475.06,0.05,3159.15,Wholesale
2023-04-26,P098,S011,C0001,3,305.57,0.1,825.04,In-Store
2023-05-30,P080,S005,C0084,3,164.73,0.0,494.19,In-Store
2023-09-22,P036,S022,C0042,5,405.46,0.0,2027.3,Wholesale
2023-08-27,P071,S047,C0075,5,83.21,0.0,416.05,In-Store
2023-02-03,P058,S017,C0087,3,204.37,0.0,613.11,Wholesale
2023-04-30,P069,S031,C0083,6,303.12,0.0,1818.72,Online
2023-08-04,P099,S018,C0059,4,168.28,0.05,639.46,Online
2023-05-29,P030,S009,C0024,6,237.24,0.15,1209.92,Wholesale
2023-08-13,P058,S029,C0005,3,416.12,0.05,1185.94,Wholesale
2023-07-14,P080,S031,C0028,6,398.56,0.05,2271.79,In-Store
2023-12-27,P025,S016,C0010,2,494.81,0.1,890.66,Online
2023-08-10,P060,S028,C0050,8,194.42,0.05,1477.59,Online
2023-10-05,P026,S046,C0051,4,278.94,0.0,1115.76,In-Store
2023-07-16,P027,S016,C0084,1,79.61,0.0,79.61,In-Store
2023-01-28,P071,S027,C0035,3,99.77,0.0,299.31,In-Store
2023-08-02,P081,S013,C0013,6,383.17,0.05,2184.07,Wholesale
2023-09-11,P049,S030,C0097,2,155.6,0.0,311.2,Online
2023-01-24,P048,S049,C0087,5,354.0,0.0,1770.0,In-Store
2023-08-04,P091,S026,C0039,8,255.7,0.0,2045.6,Wholesale
2023-09-08,P008,S041,C0020,4,236.56,0.0,946.24,Wholesale
2023-03-22,P003,S027,C0011,4,180.27,0.15,612.92,In-Store
2023-10-13,P049,S017,C0080,2,333.93,0.0,667.86,Wholesale
2023-05-05,P040,S006,C0058,2,20.85,0.15,35.45,In-Store
2023-07-15,P009,S015,C0086,4,104.63,0.0,418.52,In-Store
2023-09-21,P039,S038,C0001,6,71.52,0.05,407.66,In-Store
2023-12-02,P036,S035,C0038,2,373.61,0.0,747.22,Online
2023-12-02,P051,S003,C0079,4,47.18,0.0,188.72,Online
2023-03-28,P077,S045,C0027,3,489.62,0.05,1395.42,Wholesale
2023-01-22,P005,S023,C0061,4,61.19,0.15,208.05,Wholesale
2023-12-11,P076,S018,C0094,5,317.04,0.05,1505.94,In-Store
2023-04-06,P089,S012,C0070,3,373.42,0.15,952.22,Online
2023-06-11,P067,S043,C0081,4,473.2,0.05,1798.16,Online
2023-08-17,P003,S016,C0076,3,270.46,0.0,811.38,In-Store
2023-06-09,P098,S036,C0058,4,160.08,0.05,608.3,In-Store
2023-03-07,P001,S023,C0097,3,447.5,0.1,1208.25,In-Store
2023-04-20,P077,S045,C0098,4,143.55,0.1,516.78,Wholesale
2023-04-13,P062,S026,C0048,3,482.68,0.0,1448.04,Wholesale
2023-06-03,P001,S021,C0097,6,111.49,0.0,668.94,Online
2023-01-27,P038,S035,C0046,5,290.06,0.0,1450.3,Wholesale
2023-09-26,P085,S025,C0056,5,447.57,0.05,2125.96,In-Store
2023-04-30,P032,S005,C0005,4,401.07,0.1,1443.85,Online
2023-02-07,P086,S049,C0094,6,498.3,0.0,2989.8,Wholesale
2023-09-20,P001,S043,C0029,4,387.57,0.1,1395.25,Wholesale
2023-01-12,P016,S046,C0068,2,449.63,0.0,899.26,Online
2023-07-04,P042,S018,C0041,3,195.53,0.15,498.6,Wholesale
2023-10-17,P046,S045,C0011,1,403.23,0.0,403.23,In-Store
2023-12-09,P075,S004,C0020,3,43.69,0.1,117.96,Online
2023-12-14,P088,S019,C0014,3,361.84,0.05,1031.24,Wholesale
2023-11-17,P006,S022,C0002,6,161.38,0.1,871.45,Online
2023-06-12,P014,S011,C0034,4,457.85,0.15,1556.69,Wholesale
2023-03-12,P061,S006,C0028,8,359.7,0.0,2877.6,Wholesale
2023-09-09,P096,S028,C0079,2,276.9,0.05,526.11,In-Store
2023-02-10,P091,S007,C0047,2,292.75,0.0,585.5,Online
2023-08-08,P015,S020,C0100,1,151.87,0.0,151.87,Online
2023-11-28,P084,S030,C0065,1,422.01,0.05,400.91,Online
2023-01-15,P033,S033,C0092,2,481.48,0.0,962.96,Wholesale
2023-08-24,P015,S036,C0023,6,265.28,0.0,1591.68,Wholesale
2023-11-07,P005,S020,C0004,4,489.08,0.05,1858.5,Wholesale
2023-04-21,P018,S035,C0039,4,485.66,0.0,1942.64,In-Store
2023-02-08,P061,S008,C0010,4,97.29,0.1,350.24,Online
2023-07-07,P072,S050,C0100,5,365.22,0.1,1643.49,In-Store
2023-02-09,P062,S023,C0038,2,297.1,0.0,594.2,In-Store
2023-11-04,P051,S036,C0022,3,162.64,0.0,487.92,Online
2023-04-28,P076,S045,C0005,5,107.21,0.15,455.64,In-Store
2023-10-05,P085,S032,C0035,4,258.17,0.15,877.78,Online
2023-10-21,P070,S040,C0068,4,227.23,0.1,818.03,Online
2023-04-06,P030,S029,C0018,5,242.56,0.1,1091.52,In-Store
2023-11-17,P053,S003,C0088,6,276.34,0.0,1658.04,In-Store
2023-09-23,P037,S009,C0086,3,164.41,0.1,443.91,Wholesale
2023-01-01,P096,S001,C0098,2,420.62,0.0,841.24,Wholesale
2023-01-01,P005,S033,C0035,3,472.75,0.15,1205.51,In-Store
2023-10-02,P091,S029,C0099,3,332.93,0.05,948.85,Wholesale
2023-11-21,P029,S018,C0012,5,184.46,0.05,876.19,In-Store
2023-04-10,P073,S044,C0051,1,234.29,0.05,222.58,Wholesale
2023-08-03,P003,S049,C0080,4,79.54,0.15,270.44,Online
2023-11-05,P019,S029,C0033,9,245.0,0.15,1874.25,Online
